"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","270","279912","0.0-4.0-2.66","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","271","280473","0.0-4.0-3.66","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","272","281387","0.0-4.0-0.67","913.9700000014273","","","","1","1","2","0","1"
"html-keyboard-response","273","281888","0.0-4.0-1.67","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","274","282889","0.0-4.0-2.67","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","275","284303","0.0-4.0-3.67","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","276","284717","0.0-4.0-0.68","413.27499999897555","","","","1","1","2","0","1"
"html-keyboard-response","277","285221","0.0-4.0-1.68","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","278","286224","0.0-4.0-2.68","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","279","287316","0.0-4.0-3.68","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","280","288007","0.0-4.0-0.69","690.7999999966705","","","","1","1","2","1","1"
"html-keyboard-response","281","288512","0.0-4.0-1.69","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","282","289516","0.0-4.0-2.69","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","283","290096","0.0-4.0-3.69","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","284","290663","0.0-4.0-0.70","566.3949999943725","","","","1","1","2","0","1"
"html-keyboard-response","285","291165","0.0-4.0-1.70","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","286","292169","0.0-4.0-2.70","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","287","292697","0.0-4.0-3.70","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","288","294051","0.0-4.0-0.71","1353.434999997262","","","","1","2","1","0","0"
"html-keyboard-response","289","294553","0.0-4.0-1.71","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","290","295558","0.0-4.0-2.71","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","291","296424","0.0-4.0-3.71","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","292","297365","0.0-4.0-0.72","940.4499999945983","","","","1","2","1","0","1"
"html-keyboard-response","293","297869","0.0-4.0-1.72","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","294","298872","0.0-4.0-2.72","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","295","299833","0.0-4.0-3.72","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","296","300803","0.0-4.0-0.73","969.3350000015926","","","","1","1","2","0","1"
"html-keyboard-response","297","301308","0.0-4.0-1.73","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","298","302309","0.0-4.0-2.73","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","299","303766","0.0-4.0-3.73","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","300","304921","0.0-4.0-0.74","1154.5699999987846","","","","1","2","1","1","1"
"html-keyboard-response","301","305426","0.0-4.0-1.74","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","302","306431","0.0-4.0-2.74","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","303","307180","0.0-4.0-3.74","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","304","308233","0.0-4.0-0.75","1052.879999995639","","","","1","1","2","0","1"
"html-keyboard-response","305","308739","0.0-4.0-1.75","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","306","309745","0.0-4.0-2.75","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","307","310810","0.0-4.0-3.75","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","308","311917","0.0-4.0-0.76","1106.7800000018906","","","","1","1","2","0","1"
"html-keyboard-response","309","312419","0.0-4.0-1.76","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","310","313420","0.0-4.0-2.76","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","311","314403","0.0-4.0-3.76","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","312","315585","0.0-4.0-0.77","1181.655000000319","","","","1","2","1","0","1"
"html-keyboard-response","313","316090","0.0-4.0-1.77","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","314","317094","0.0-4.0-2.77","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","315","317663","0.0-4.0-3.77","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","316","318741","0.0-4.0-0.78","1077.8600000048755","","","","1","1","2","0","1"
"html-keyboard-response","317","319246","0.0-4.0-1.78","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","318","320249","0.0-4.0-2.78","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","319","321252","0.0-4.0-3.78","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","320","322258","0.0-4.0-0.79","1004.785000004631","","","","1","2","1","1","0"
"html-keyboard-response","321","322759","0.0-4.0-1.79","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","322","323764","0.0-4.0-2.79","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","323","324715","0.0-4.0-3.79","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"pavlovia","324","324722","0.0-5.0","","","","","","","","",""
